 written on 21Jan2019 at 14:14:15 
           3
        1331
    1    1    1    1    1    1    1    1    2    4    2    2    2    2    2
    2    2    2    2    4    4    2    2    2    2    2    2    2    2    2
    4    2    1    1    1    1    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    2    2    1    1    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    2    2    1    1    1    1    1    1    1    1    1    2    2
    1    1    1    1    1    1    1    1    1    2    4    2    2    2    2
    2    2    2    2    2    4    4    2    2    2    2    2    2    2    2
    2    4    2    1    1    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1
    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1
    2    2    1    1    1    1    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    2    4    2    2    2
    2    2    2    2    2    2    4    4    2    2    2    2    2    2    2
    2    2    4    2    1    1    1    1    1    1    1    1    1    2    2
    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1
    1    2    2    1    1    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1
    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1
    2    2    1    1    1    1    1    1    1    1    1    2    4    2    2
    2    2    2    2    2    2    2    4    4    2    2    2    2    2    2
    2    2    2    4    2    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    2    2    1    1    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    2    2    1    1    1    1    1    1    1    1    1    2    2
    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1
    1    2    2    1    1    1    1    1    1    1    1    1    2    4    2
    2    2    2    2    2    2    2    2    4    4    2    2    2    2    2
    2    2    2    2    4    2    1    1    1    1    1    1    1    1    1
    2    2    1    1    1    1    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    2    2    1    1    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    2    2    1    1    1    1    1    1    1    1    1    2    4
    2    2    2    2    2    2    2    2    2    4    8    4    4    4    4
    4    4    4    4    4    8    4    2    2    2    2    2    2    2    2
    2    4    4    2    2    2    2    2    2    2    2    2    4    4    2
    2    2    2    2    2    2    2    2    4    4    2    2    2    2    2
    2    2    2    2    4    4    2    2    2    2    2    2    2    2    2
    4    4    2    2    2    2    2    2    2    2    2    4    4    2    2
    2    2    2    2    2    2    2    4    4    2    2    2    2    2    2
    2    2    2    4    4    2    2    2    2    2    2    2    2    2    4
    8    4    4    4    4    4    4    4    4    4    8
   -5   -5   -5    1    1   -0.000022   -0.000000
   -5   -5   -5    2    1   -0.000000   -0.000000
   -5   -5   -5    3    1   -0.000000    0.000000
   -5   -5   -5    1    2   -0.000000    0.000000
   -5   -5   -5    2    2   -0.000022   -0.000000
   -5   -5   -5    3    2   -0.000000    0.000000
   -5   -5   -5    1    3   -0.000000   -0.000000
   -5   -5   -5    2    3   -0.000000   -0.000000
   -5   -5   -5    3    3   -0.000022   -0.000000
   -5   -5   -4    1    1   -0.000022    0.000000
   -5   -5   -4    2    1    0.000000   -0.000000
   -5   -5   -4    3    1   -0.000000    0.000000
   -5   -5   -4    1    2   -0.000000    0.000000
   -5   -5   -4    2    2   -0.000022    0.000000
   -5   -5   -4    3    2    0.000000    0.000000
   -5   -5   -4    1    3   -0.000000   -0.000000
   -5   -5   -4    2    3    0.000000   -0.000000
   -5   -5   -4    3    3    0.000017    0.000000
   -5   -5   -3    1    1   -0.000015    0.000000
   -5   -5   -3    2    1    0.000000    0.000000
   -5   -5   -3    3    1    0.000000    0.000000
   -5   -5   -3    1    2   -0.000000    0.000000
   -5   -5   -3    2    2   -0.000015   -0.000000
   -5   -5   -3    3    2   -0.000000    0.000000
   -5   -5   -3    1    3   -0.000000   -0.000000
   -5   -5   -3    2    3    0.000000   -0.000000
   -5   -5   -3    3    3   -0.000065   -0.000000
   -5   -5   -2    1    1    0.000024    0.000000
   -5   -5   -2    2    1   -0.000000   -0.000000
   -5   -5   -2    3    1   -0.000000    0.000000
   -5   -5   -2    1    2    0.000000   -0.000000
   -5   -5   -2    2    2    0.000024   -0.000000
   -5   -5   -2    3    2   -0.000000    0.000000
   -5   -5   -2    1    3    0.000000    0.000000
   -5   -5   -2    2    3   -0.000000   -0.000000
   -5   -5   -2    3    3    0.000068    0.000000
   -5   -5   -1    1    1    0.000030   -0.000000
   -5   -5   -1    2    1   -0.000000    0.000000
   -5   -5   -1    3    1    0.000000    0.000000
   -5   -5   -1    1    2    0.000000   -0.000000
   -5   -5   -1    2    2    0.000030   -0.000000
   -5   -5   -1    3    2    0.000000    0.000000
   -5   -5   -1    1    3    0.000000    0.000000
   -5   -5   -1    2    3    0.000000    0.000000
   -5   -5   -1    3    3   -0.000059   -0.000000
   -5   -5    0    1    1    0.000054    0.000000
   -5   -5    0    2    1   -0.000000    0.000000
   -5   -5    0    3    1    0.000000    0.000000
   -5   -5    0    1    2   -0.000000   -0.000000
   -5   -5    0    2    2    0.000054    0.000000
   -5   -5    0    3    2   -0.000000   -0.000000
   -5   -5    0    1    3    0.000000   -0.000000
   -5   -5    0    2    3   -0.000000    0.000000
   -5   -5    0    3    3    0.000185    0.000000
   -5   -5    1    1    1    0.000030    0.000000
   -5   -5    1    2    1    0.000000    0.000000
   -5   -5    1    3    1    0.000000   -0.000000
   -5   -5    1    1    2   -0.000000   -0.000000
   -5   -5    1    2    2    0.000030    0.000000
   -5   -5    1    3    2    0.000000   -0.000000
   -5   -5    1    1    3    0.000000   -0.000000
   -5   -5    1    2    3    0.000000   -0.000000
   -5   -5    1    3    3   -0.000059    0.000000
   -5   -5    2    1    1    0.000024   -0.000000
   -5   -5    2    2    1    0.000000    0.000000
   -5   -5    2    3    1    0.000000   -0.000000
   -5   -5    2    1    2   -0.000000    0.000000
   -5   -5    2    2    2    0.000024    0.000000
   -5   -5    2    3    2   -0.000000    0.000000
   -5   -5    2    1    3   -0.000000   -0.000000
   -5   -5    2    2    3   -0.000000   -0.000000
   -5   -5    2    3    3    0.000068   -0.000000
   -5   -5    3    1    1   -0.000015   -0.000000
   -5   -5    3    2    1   -0.000000   -0.000000
   -5   -5    3    3    1   -0.000000    0.000000
   -5   -5    3    1    2    0.000000   -0.000000
   -5   -5    3    2    2   -0.000015    0.000000
   -5   -5    3    3    2    0.000000    0.000000
   -5   -5    3    1    3    0.000000   -0.000000
   -5   -5    3    2    3   -0.000000   -0.000000
   -5   -5    3    3    3   -0.000065    0.000000
   -5   -5    4    1    1   -0.000022   -0.000000
   -5   -5    4    2    1   -0.000000   -0.000000
   -5   -5    4    3    1   -0.000000    0.000000
   -5   -5    4    1    2    0.000000    0.000000
   -5   -5    4    2    2   -0.000022   -0.000000
   -5   -5    4    3    2    0.000000    0.000000
   -5   -5    4    1    3   -0.000000   -0.000000
   -5   -5    4    2    3    0.000000   -0.000000
   -5   -5    4    3    3    0.000017   -0.000000
   -5   -5    5    1    1   -0.000022    0.000000
   -5   -5    5    2    1   -0.000000   -0.000000
   -5   -5    5    3    1   -0.000000    0.000000
   -5   -5    5    1    2   -0.000000    0.000000
   -5   -5    5    2    2   -0.000022    0.000000
   -5   -5    5    3    2   -0.000000    0.000000
   -5   -5    5    1    3   -0.000000   -0.000000
   -5   -5    5    2    3   -0.000000   -0.000000
   -5   -5    5    3    3   -0.000022    0.000000
   -5   -4   -5    1    1    0.000017   -0.000000
   -5   -4   -5    2    1   -0.000000    0.000000
   -5   -4   -5    3    1    0.000000   -0.000000
   -5   -4   -5    1    2   -0.000000    0.000000
   -5   -4   -5    2    2   -0.000022    0.000000
   -5   -4   -5    3    2   -0.000000    0.000000
   -5   -4   -5    1    3    0.000000    0.000000
   -5   -4   -5    2    3   -0.000000   -0.000000
   -5   -4   -5    3    3   -0.000022    0.000000
   -5   -4   -4    1    1   -0.000002   -0.000000
   -5   -4   -4    2    1   -0.000000    0.000000
   -5   -4   -4    3    1   -0.000017   -0.000000
   -5   -4   -4    1    2   -0.000000    0.000000
   -5   -4   -4    2    2   -0.000013   -0.000000
   -5   -4   -4    3    2   -0.000000    0.000000
   -5   -4   -4    1    3   -0.000017    0.000000
   -5   -4   -4    2    3   -0.000000   -0.000000
   -5   -4   -4    3    3   -0.000002   -0.000000
   -5   -4   -3    1    1   -0.000014   -0.000000
   -5   -4   -3    2    1   -0.000000   -0.000000
   -5   -4   -3    3    1   -0.000001    0.000000
   -5   -4   -3    1    2   -0.000000   -0.000000
   -5   -4   -3    2    2    0.000003    0.000000
   -5   -4   -3    3    2    0.000000    0.000000
   -5   -4   -3    1    3   -0.000001    0.000000
   -5   -4   -3    2    3    0.000000   -0.000000
   -5   -4   -3    3    3   -0.000047   -0.000000
   -5   -4   -2    1    1   -0.000004   -0.000000
   -5   -4   -2    2    1   -0.000000    0.000000
   -5   -4   -2    3    1    0.000038   -0.000000
   -5   -4   -2    1    2    0.000000    0.000000
   -5   -4   -2    2    2   -0.000002   -0.000000
   -5   -4   -2    3    2    0.000000    0.000000
   -5   -4   -2    1    3    0.000038   -0.000000
   -5   -4   -2    2    3    0.000000   -0.000000
   -5   -4   -2    3    3    0.000020    0.000000
   -5   -4   -1    1    1   -0.000002    0.000000
   -5   -4   -1    2    1    0.000000    0.000000
   -5   -4   -1    3    1    0.000026   -0.000000
   -5   -4   -1    1    2    0.000000    0.000000
   -5   -4   -1    2    2    0.000023   -0.000000
   -5   -4   -1    3    2   -0.000000    0.000000
   -5   -4   -1    1    3    0.000026   -0.000000
   -5   -4   -1    2    3   -0.000000    0.000000
   -5   -4   -1    3    3   -0.000051   -0.000000
   -5   -4    0    1    1    0.000085    0.000000
   -5   -4    0    2    1   -0.000000   -0.000000
   -5   -4    0    3    1   -0.000000   -0.000000
   -5   -4    0    1    2    0.000000   -0.000000
   -5   -4    0    2    2    0.000045    0.000000
   -5   -4    0    3    2   -0.000000   -0.000000
   -5   -4    0    1    3   -0.000000   -0.000000
   -5   -4    0    2    3   -0.000000    0.000000
   -5   -4    0    3    3    0.000087    0.000000
   -5   -4    1    1    1   -0.000002   -0.000000
   -5   -4    1    2    1   -0.000000   -0.000000
   -5   -4    1    3    1   -0.000026   -0.000000
   -5   -4    1    1    2   -0.000000    0.000000
   -5   -4    1    2    2    0.000023   -0.000000
   -5   -4    1    3    2    0.000000   -0.000000
   -5   -4    1    1    3   -0.000026    0.000000
   -5   -4    1    2    3    0.000000    0.000000
   -5   -4    1    3    3   -0.000051    0.000000
   -5   -4    2    1    1   -0.000004    0.000000
   -5   -4    2    2    1   -0.000000    0.000000
   -5   -4    2    3    1   -0.000038    0.000000
   -5   -4    2    1    2   -0.000000    0.000000
   -5   -4    2    2    2   -0.000002   -0.000000
   -5   -4    2    3    2   -0.000000    0.000000
   -5   -4    2    1    3   -0.000038   -0.000000
   -5   -4    2    2    3    0.000000   -0.000000
   -5   -4    2    3    3    0.000020    0.000000
   -5   -4    3    1    1   -0.000014    0.000000
   -5   -4    3    2    1   -0.000000   -0.000000
   -5   -4    3    3    1    0.000001   -0.000000
   -5   -4    3    1    2   -0.000000   -0.000000
   -5   -4    3    2    2    0.000003    0.000000
   -5   -4    3    3    2    0.000000   -0.000000
   -5   -4    3    1    3    0.000001   -0.000000
   -5   -4    3    2    3   -0.000000   -0.000000
   -5   -4    3    3    3   -0.000047    0.000000
   -5   -4    4    1    1   -0.000002    0.000000
   -5   -4    4    2    1   -0.000000   -0.000000
   -5   -4    4    3    1    0.000017   -0.000000
   -5   -4    4    1    2    0.000000   -0.000000
   -5   -4    4    2    2   -0.000013   -0.000000
   -5   -4    4    3    2   -0.000000    0.000000
   -5   -4    4    1    3    0.000017    0.000000
   -5   -4    4    2    3    0.000000   -0.000000
   -5   -4    4    3    3   -0.000002   -0.000000
   -5   -4    5    1    1    0.000017   -0.000000
   -5   -4    5    2    1   -0.000000    0.000000
   -5   -4    5    3    1    0.000000   -0.000000
   -5   -4    5    1    2   -0.000000    0.000000
   -5   -4    5    2    2   -0.000022    0.000000
   -5   -4    5    3    2   -0.000000    0.000000
   -5   -4    5    1    3    0.000000    0.000000
   -5   -4    5    2    3   -0.000000   -0.000000
   -5   -4    5    3    3   -0.000022    0.000000
   -5   -3   -5    1    1   -0.000065   -0.000000
   -5   -3   -5    2    1   -0.000000   -0.000000
   -5   -3   -5    3    1   -0.000000    0.000000
   -5   -3   -5    1    2    0.000000    0.000000
   -5   -3   -5    2    2   -0.000015    0.000000
   -5   -3   -5    3    2   -0.000000    0.000000
   -5   -3   -5    1    3    0.000000   -0.000000
   -5   -3   -5    2    3    0.000000   -0.000000
   -5   -3   -5    3    3   -0.000015    0.000000
   -5   -3   -4    1    1   -0.000047    0.000000
   -5   -3   -4    2    1   -0.000000   -0.000000
   -5   -3   -4    3    1   -0.000001   -0.000000
   -5   -3   -4    1    2    0.000000   -0.000000
   -5   -3   -4    2    2    0.000003    0.000000
   -5   -3   -4    3    2   -0.000000    0.000000
   -5   -3   -4    1    3   -0.000001   -0.000000
   -5   -3   -4    2    3    0.000000   -0.000000
   -5   -3   -4    3    3   -0.000014   -0.000000
   -5   -3   -3    1    1    0.000025    0.000000
   -5   -3   -3    2    1    0.000000    0.000000
   -5   -3   -3    3    1    0.000023   -0.000000
   -5   -3   -3    1    2    0.000000   -0.000000
   -5   -3   -3    2    2    0.000021    0.000000
   -5   -3   -3    3    2   -0.000000   -0.000000
   -5   -3   -3    1    3    0.000023   -0.000000
   -5   -3   -3    2    3   -0.000000    0.000000
   -5   -3   -3    3    3    0.000025    0.000000
   -5   -3   -2    1    1    0.000060   -0.000000
   -5   -3   -2    2    1   -0.000000    0.000000
   -5   -3   -2    3    1    0.000054   -0.000000
   -5   -3   -2    1    2    0.000000    0.000000
   -5   -3   -2    2    2   -0.000008    0.000000
   -5   -3   -2    3    2    0.000000    0.000000
   -5   -3   -2    1    3    0.000054   -0.000000
   -5   -3   -2    2    3    0.000000   -0.000000
   -5   -3   -2    3    3   -0.000022    0.000000
   -5   -3   -1    1    1   -0.000010   -0.000000
   -5   -3   -1    2    1   -0.000000   -0.000000
   -5   -3   -1    3    1    0.000077    0.000000
   -5   -3   -1    1    2   -0.000000   -0.000000
   -5   -3   -1    2    2    0.000009    0.000000
   -5   -3   -1    3    2    0.000000    0.000000
   -5   -3   -1    1    3    0.000077    0.000000
   -5   -3   -1    2    3   -0.000000    0.000000
   -5   -3   -1    3    3    0.000002   -0.000000
   -5   -3    0    1    1   -0.000011    0.000000
   -5   -3    0    2    1    0.000000    0.000000
   -5   -3    0    3    1    0.000000    0.000000
   -5   -3    0    1    2   -0.000000    0.000000
   -5   -3    0    2    2   -0.000045   -0.000000
   -5   -3    0    3    2    0.000000   -0.000000
   -5   -3    0    1    3    0.000000    0.000000
   -5   -3    0    2    3    0.000000   -0.000000
   -5   -3    0    3    3   -0.000018    0.000000
   -5   -3    1    1    1   -0.000010    0.000000
   -5   -3    1    2    1    0.000000    0.000000
   -5   -3    1    3    1   -0.000077   -0.000000
   -5   -3    1    1    2   -0.000000    0.000000
   -5   -3    1    2    2    0.000009   -0.000000
   -5   -3    1    3    2   -0.000000    0.000000
   -5   -3    1    1    3   -0.000077   -0.000000
   -5   -3    1    2    3    0.000000    0.000000
   -5   -3    1    3    3    0.000002   -0.000000
   -5   -3    2    1    1    0.000060   -0.000000
   -5   -3    2    2    1   -0.000000   -0.000000
   -5   -3    2    3    1   -0.000054   -0.000000
   -5   -3    2    1    2   -0.000000   -0.000000
   -5   -3    2    2    2   -0.000008   -0.000000
   -5   -3    2    3    2    0.000000   -0.000000
   -5   -3    2    1    3   -0.000054    0.000000
   -5   -3    2    2    3    0.000000   -0.000000
   -5   -3    2    3    3   -0.000022   -0.000000
   -5   -3    3    1    1    0.000025   -0.000000
   -5   -3    3    2    1   -0.000000   -0.000000
   -5   -3    3    3    1   -0.000023   -0.000000
   -5   -3    3    1    2   -0.000000    0.000000
   -5   -3    3    2    2    0.000021    0.000000
   -5   -3    3    3    2   -0.000000   -0.000000
   -5   -3    3    1    3   -0.000023   -0.000000
   -5   -3    3    2    3   -0.000000   -0.000000
   -5   -3    3    3    3    0.000025    0.000000
   -5   -3    4    1    1   -0.000047   -0.000000
   -5   -3    4    2    1    0.000000   -0.000000
   -5   -3    4    3    1    0.000001    0.000000
   -5   -3    4    1    2    0.000000    0.000000
   -5   -3    4    2    2    0.000003    0.000000
   -5   -3    4    3    2   -0.000000    0.000000
   -5   -3    4    1    3    0.000001    0.000000
   -5   -3    4    2    3   -0.000000   -0.000000
   -5   -3    4    3    3   -0.000014   -0.000000
   -5   -3    5    1    1   -0.000065   -0.000000
   -5   -3    5    2    1   -0.000000   -0.000000
   -5   -3    5    3    1   -0.000000    0.000000
   -5   -3    5    1    2    0.000000    0.000000
   -5   -3    5    2    2   -0.000015    0.000000
   -5   -3    5    3    2   -0.000000    0.000000
   -5   -3    5    1    3    0.000000   -0.000000
   -5   -3    5    2    3    0.000000   -0.000000
   -5   -3    5    3    3   -0.000015    0.000000
   -5   -2   -5    1    1    0.000068   -0.000000
   -5   -2   -5    2    1   -0.000000    0.000000
   -5   -2   -5    3    1   -0.000000   -0.000000
   -5   -2   -5    1    2    0.000000   -0.000000
   -5   -2   -5    2    2    0.000024    0.000000
   -5   -2   -5    3    2    0.000000    0.000000
   -5   -2   -5    1    3   -0.000000    0.000000
   -5   -2   -5    2    3    0.000000   -0.000000
   -5   -2   -5    3    3    0.000024    0.000000
   -5   -2   -4    1    1    0.000020    0.000000
   -5   -2   -4    2    1   -0.000000    0.000000
   -5   -2   -4    3    1    0.000038    0.000000
   -5   -2   -4    1    2    0.000000    0.000000
   -5   -2   -4    2    2   -0.000002    0.000000
   -5   -2   -4    3    2   -0.000000    0.000000
   -5   -2   -4    1    3    0.000038    0.000000
   -5   -2   -4    2    3   -0.000000    0.000000
   -5   -2   -4    3    3   -0.000004   -0.000000
   -5   -2   -3    1    1   -0.000022   -0.000000
   -5   -2   -3    2    1    0.000000    0.000000
   -5   -2   -3    3    1    0.000054   -0.000000
   -5   -2   -3    1    2   -0.000000    0.000000
   -5   -2   -3    2    2   -0.000008   -0.000000
   -5   -2   -3    3    2   -0.000000    0.000000
   -5   -2   -3    1    3    0.000054    0.000000
   -5   -2   -3    2    3   -0.000000    0.000000
   -5   -2   -3    3    3    0.000060    0.000000
   -5   -2   -2    1    1   -0.000031   -0.000000
   -5   -2   -2    2    1    0.000000   -0.000000
   -5   -2   -2    3    1    0.000041    0.000000
   -5   -2   -2    1    2    0.000000   -0.000000
   -5   -2   -2    2    2    0.000038    0.000000
   -5   -2   -2    3    2   -0.000000   -0.000000
   -5   -2   -2    1    3    0.000041    0.000000
   -5   -2   -2    2    3   -0.000000   -0.000000
   -5   -2   -2    3    3   -0.000031   -0.000000
   -5   -2   -1    1    1   -0.000046    0.000000
   -5   -2   -1    2    1    0.000000   -0.000000
   -5   -2   -1    3    1    0.000005    0.000000
   -5   -2   -1    1    2    0.000000    0.000000
   -5   -2   -1    2    2   -0.000013    0.000000
   -5   -2   -1    3    2    0.000000   -0.000000
   -5   -2   -1    1    3    0.000005    0.000000
   -5   -2   -1    2    3   -0.000000    0.000000
   -5   -2   -1    3    3   -0.000123    0.000000
   -5   -2    0    1    1   -0.000168   -0.000000
   -5   -2    0    2    1    0.000000   -0.000000
   -5   -2    0    3    1   -0.000000   -0.000000
   -5   -2    0    1    2   -0.000000   -0.000000
   -5   -2    0    2    2   -0.000085    0.000000
   -5   -2    0    3    2    0.000000    0.000000
   -5   -2    0    1    3   -0.000000    0.000000
   -5   -2    0    2    3    0.000000   -0.000000
   -5   -2    0    3    3    0.000066   -0.000000
   -5   -2    1    1    1   -0.000046   -0.000000
   -5   -2    1    2    1    0.000000   -0.000000
   -5   -2    1    3    1   -0.000005    0.000000
   -5   -2    1    1    2   -0.000000   -0.000000
   -5   -2    1    2    2   -0.000013    0.000000
   -5   -2    1    3    2    0.000000   -0.000000
   -5   -2    1    1    3   -0.000005    0.000000
   -5   -2    1    2    3   -0.000000   -0.000000
   -5   -2    1    3    3   -0.000123   -0.000000
   -5   -2    2    1    1   -0.000031    0.000000
   -5   -2    2    2    1   -0.000000    0.000000
   -5   -2    2    3    1   -0.000041    0.000000
   -5   -2    2    1    2   -0.000000   -0.000000
   -5   -2    2    2    2    0.000038   -0.000000
   -5   -2    2    3    2   -0.000000    0.000000
   -5   -2    2    1    3   -0.000041    0.000000
   -5   -2    2    2    3   -0.000000    0.000000
   -5   -2    2    3    3   -0.000031   -0.000000
   -5   -2    3    1    1   -0.000022    0.000000
   -5   -2    3    2    1   -0.000000    0.000000
   -5   -2    3    3    1   -0.000054    0.000000
   -5   -2    3    1    2   -0.000000    0.000000
   -5   -2    3    2    2   -0.000008   -0.000000
   -5   -2    3    3    2    0.000000    0.000000
   -5   -2    3    1    3   -0.000054   -0.000000
   -5   -2    3    2    3    0.000000    0.000000
   -5   -2    3    3    3    0.000060   -0.000000
   -5   -2    4    1    1    0.000020    0.000000
   -5   -2    4    2    1   -0.000000   -0.000000
   -5   -2    4    3    1   -0.000038   -0.000000
   -5   -2    4    1    2    0.000000   -0.000000
   -5   -2    4    2    2   -0.000002    0.000000
   -5   -2    4    3    2   -0.000000   -0.000000
   -5   -2    4    1    3   -0.000038    0.000000
   -5   -2    4    2    3   -0.000000    0.000000
   -5   -2    4    3    3   -0.000004   -0.000000
   -5   -2    5    1    1    0.000068   -0.000000
   -5   -2    5    2    1   -0.000000    0.000000
   -5   -2    5    3    1   -0.000000   -0.000000
   -5   -2    5    1    2    0.000000   -0.000000
   -5   -2    5    2    2    0.000024    0.000000
   -5   -2    5    3    2    0.000000    0.000000
   -5   -2    5    1    3   -0.000000    0.000000
   -5   -2    5    2    3    0.000000   -0.000000
   -5   -2    5    3    3    0.000024    0.000000
   -5   -1   -5    1    1   -0.000059   -0.000000
   -5   -1   -5    2    1    0.000000   -0.000000
   -5   -1   -5    3    1   -0.000000   -0.000000
   -5   -1   -5    1    2    0.000000   -0.000000
   -5   -1   -5    2    2    0.000030    0.000000
   -5   -1   -5    3    2   -0.000000   -0.000000
   -5   -1   -5    1    3   -0.000000   -0.000000
   -5   -1   -5    2    3    0.000000   -0.000000
   -5   -1   -5    3    3    0.000030    0.000000
   -5   -1   -4    1    1   -0.000051   -0.000000
   -5   -1   -4    2    1    0.000000   -0.000000
   -5   -1   -4    3    1    0.000026    0.000000
   -5   -1   -4    1    2    0.000000    0.000000
   -5   -1   -4    2    2    0.000023   -0.000000
   -5   -1   -4    3    2   -0.000000    0.000000
   -5   -1   -4    1    3    0.000026   -0.000000
   -5   -1   -4    2    3   -0.000000    0.000000
   -5   -1   -4    3    3   -0.000002   -0.000000
   -5   -1   -3    1    1    0.000002    0.000000
   -5   -1   -3    2    1   -0.000000    0.000000
   -5   -1   -3    3    1    0.000077   -0.000000
   -5   -1   -3    1    2   -0.000000    0.000000
   -5   -1   -3    2    2    0.000009    0.000000
   -5   -1   -3    3    2   -0.000000   -0.000000
   -5   -1   -3    1    3    0.000077   -0.000000
   -5   -1   -3    2    3    0.000000    0.000000
   -5   -1   -3    3    3   -0.000010    0.000000
   -5   -1   -2    1    1   -0.000123   -0.000000
   -5   -1   -2    2    1    0.000000    0.000000
   -5   -1   -2    3    1    0.000005    0.000000
   -5   -1   -2    1    2   -0.000000    0.000000
   -5   -1   -2    2    2   -0.000013    0.000000
   -5   -1   -2    3    2    0.000000    0.000000
   -5   -1   -2    1    3    0.000005    0.000000
   -5   -1   -2    2    3   -0.000000   -0.000000
   -5   -1   -2    3    3   -0.000046   -0.000000
   -5   -1   -1    1    1   -0.000333   -0.000000
   -5   -1   -1    2    1    0.000000    0.000000
   -5   -1   -1    3    1   -0.000120   -0.000000
   -5   -1   -1    1    2    0.000000    0.000000
   -5   -1   -1    2    2   -0.000017   -0.000000
   -5   -1   -1    3    2   -0.000000   -0.000000
   -5   -1   -1    1    3   -0.000120   -0.000000
   -5   -1   -1    2    3    0.000000    0.000000
   -5   -1   -1    3    3   -0.000333    0.000000
   -5   -1    0    1    1    0.000198    0.000000
   -5   -1    0    2    1   -0.000000    0.000000
   -5   -1    0    3    1    0.000000   -0.000000
   -5   -1    0    1    2   -0.000000    0.000000
   -5   -1    0    2    2   -0.000054    0.000000
   -5   -1    0    3    2   -0.000000   -0.000000
   -5   -1    0    1    3   -0.000000    0.000000
   -5   -1    0    2    3    0.000000   -0.000000
   -5   -1    0    3    3    0.000209   -0.000000
   -5   -1    1    1    1   -0.000333    0.000000
   -5   -1    1    2    1    0.000000    0.000000
   -5   -1    1    3    1    0.000120   -0.000000
   -5   -1    1    1    2   -0.000000   -0.000000
   -5   -1    1    2    2   -0.000017    0.000000
   -5   -1    1    3    2    0.000000    0.000000
